Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price Europe [EUR],Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01K09PBWQYMVS3AHYSK0NQT4XS,wireless-rechargeable-mouse-multi-touch-surface,Wireless Rechargeable Mouse | Multi-Touch Surface,published,"This wireless keyboard offers a comfortable typing experience with a numeric keypad and Touch ID. It features navigation buttons, full-sized arrow keys, and is ideal for spreadsheets and gaming. The rechargeable battery lasts about a month. It pairs automatically with compatible computers and includes a USB-C to Lightning cable for charging and pairing.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,,,2025-07-16T13:21:45.216Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-front.png,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T04:28:05.084Z,,,variant_01K09PBWRW0KHB6H127XH1HRZJ,Mouse Black,MOUSE-BLACK,,,,,false,false,,2025-07-16T13:21:45.244Z,,,,,,Color,Black,,,,79,,79,prod_01K09PBWQYMVS3AHYSK0NQT4XS,2025-07-16T13:21:45.244Z,0,,
prod_01K09PBWQYMVS3AHYSK0NQT4XS,wireless-rechargeable-mouse-multi-touch-surface,Wireless Rechargeable Mouse | Multi-Touch Surface,published,"This wireless keyboard offers a comfortable typing experience with a numeric keypad and Touch ID. It features navigation buttons, full-sized arrow keys, and is ideal for spreadsheets and gaming. The rechargeable battery lasts about a month. It pairs automatically with compatible computers and includes a USB-C to Lightning cable for charging and pairing.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,,,2025-07-16T13:21:45.216Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/mouse-front.png,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T04:28:05.084Z,,,variant_01K09PBWRWKH6SW2NX4Q2J7BJ2,Mouse White,MOUSE-WHITE,,,,,false,false,,2025-07-16T13:21:45.244Z,,,,,,Color,White,,,,79,,79,prod_01K09PBWQYMVS3AHYSK0NQT4XS,2025-07-16T13:21:45.244Z,0,,
prod_01K09PBWTAR3KABCT0TX10EJR8,conference-speaker-high-performance-budget-friendly,Conference Speaker | High-Performance | Budget-Friendly,published,"This compact, powerful conference speaker offers exceptional, high-performance features at a surprisingly affordable price. Packed with advanced productivity-enhancing technology, it delivers premium functionality without the premium price tag. Experience better meetings and improved communication, regardless of where your team members are calling from.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,,,2025-07-16T13:21:45.292Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-front.png,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-17T12:52:41.852Z,,,variant_01K09PBWV5JJMSTWB4BBYVCD1K,Speaker Black,SPEAKER-BLACK,,,,,false,false,,2025-07-16T13:21:45.318Z,,,,,,Color,Black,,,in,79,,79,prod_01K09PBWTAR3KABCT0TX10EJR8,2025-07-16T13:21:45.318Z,0,,
prod_01K09PBWTAR3KABCT0TX10EJR8,conference-speaker-high-performance-budget-friendly,Conference Speaker | High-Performance | Budget-Friendly,published,"This compact, powerful conference speaker offers exceptional, high-performance features at a surprisingly affordable price. Packed with advanced productivity-enhancing technology, it delivers premium functionality without the premium price tag. Experience better meetings and improved communication, regardless of where your team members are calling from.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,,,2025-07-16T13:21:45.292Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-top.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/speaker-front.png,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-17T12:52:41.852Z,,,variant_01K09PBWV6DZJ0Z68GR3NT82EG,Speaker White,SPEAKER-WHITE,,,,,false,false,,2025-07-16T13:21:45.318Z,,,,,,Color,White,,,,55,,55,prod_01K09PBWTAR3KABCT0TX10EJR8,2025-07-16T13:21:45.318Z,0,,
prod_01K0R8EHKWQMR90MQFR7F60KCP,burgers,Burgers,published,,,,http://localhost:9000/static/1753160828514-Burger.jpg,,,2025-07-22T05:07:08.544Z,,true,,,http://localhost:9000/static/1753160828514-Burger.jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:07:08.544Z,,,variant_01K0R8EHQ5VFAW9YYZ7XBFCG2X,Default variant,,,,,,false,false,,2025-07-22T05:07:08.646Z,,,,,,Default option,Default option value,,,,3,3,2,prod_01K0R8EHKWQMR90MQFR7F60KCP,2025-07-22T05:07:08.646Z,0,,
prod_01K0R95QG3G21VS9PG2AE0CG0H,fresh-fresh,Fresh & Fresh,published,,,,http://localhost:9000/static/1753161588204-1739874885776-istockphoto-512907694-612x612.jpg,,,2025-07-22T05:19:48.230Z,,true,,,http://localhost:9000/static/1753161588204-1739874885776-istockphoto-512907694-612x612.jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:19:48.230Z,,,variant_01K0R95QJDKZA6W6MYKTDYYBER,Default variant,,,,,,false,false,,2025-07-22T05:19:48.302Z,,,,,,Default option,Default option value,,,,3,3,2,prod_01K0R95QG3G21VS9PG2AE0CG0H,2025-07-22T05:19:48.302Z,0,,
prod_01K0R97A6J8XV1EX36R9T5S3CD,dairy-eggs,Dairy Eggs,published,,,,http://localhost:9000/static/1753161640124-1733895843924-istockphoto-110898455-612x612.jpg,,,2025-07-22T05:20:40.149Z,,true,,,http://localhost:9000/static/1753161640124-1733895843924-istockphoto-110898455-612x612.jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:20:40.149Z,,,variant_01K0R97A97X00VPMRRM1KM4YDZ,Default variant,,,,,,false,false,,2025-07-22T05:20:40.233Z,,,,,,Default option,Default option value,,,,3,2,3,prod_01K0R97A6J8XV1EX36R9T5S3CD,2025-07-22T05:20:40.233Z,0,,
prod_01K0R98VXFQQNZM6FM1Q05P4H3,fresh-shellfish,Fresh Shellfish,published,,,,http://localhost:9000/static/1753161691038-1739873526496-istockphoto-629100042-612x612.jpg,,,2025-07-22T05:21:31.057Z,,true,,,http://localhost:9000/static/1753161691038-1739873526496-istockphoto-629100042-612x612.jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:21:31.057Z,,,variant_01K0R98VZXP4QFF0VBW5PYCFCC,Default variant,,,,,,false,false,,2025-07-22T05:21:31.134Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0R98VXFQQNZM6FM1Q05P4H3,2025-07-22T05:21:31.134Z,0,,
prod_01K0R9MFQKGP7CRCEQ2CR8YFV2,exotic-vegiables,Exotic vegiables,published,,,,http://localhost:9000/static/1753162071776-1739876288899-depositphotos_82287092-stock-photo-vegetable-mix.jpg,,,2025-07-22T05:27:51.797Z,,true,,,http://localhost:9000/static/1753162071776-1739876288899-depositphotos_82287092-stock-photo-vegetable-mix.jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:27:51.797Z,,,variant_01K0R9MFT1TBEQMSF96DEYYVY9,Default variant,,,,,,false,false,,2025-07-22T05:27:51.873Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0R9MFQKGP7CRCEQ2CR8YFV2,2025-07-22T05:27:51.873Z,0,,
prod_01K0R9WANFSVQXBJAKZ8CMTD6V,combos,Combos,published,,,,http://localhost:9000/static/1753162328731-1737383460841-burger-cold-drink-combo-white-600nw-2342113063%20(1).webp,,,2025-07-22T05:32:08.754Z,,true,,,http://localhost:9000/static/1753162328731-1737383460841-burger-cold-drink-combo-white-600nw-2342113063%20(1).webp,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:32:08.754Z,,,variant_01K0R9WAQPXCVC18P86H3ZT937,Default variant,,,,,,false,false,,2025-07-22T05:32:08.823Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0R9WANFSVQXBJAKZ8CMTD6V,2025-07-22T05:32:08.823Z,0,,
prod_01K0RA1SQR6AJA24H9M5CFYVG7,wing-winglets,Wing & Winglets,published,,,,http://localhost:9000/static/1753162508008-1737384181024-360_F_186534567_J8CtkkTlApcRIJkJ5ITiaju1KqBCJZFT%20(1).jpg,,,2025-07-22T05:35:08.025Z,,true,,,http://localhost:9000/static/1753162508008-1737384181024-360_F_186534567_J8CtkkTlApcRIJkJ5ITiaju1KqBCJZFT%20(1).jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:35:08.025Z,,,variant_01K0RA1SSXQFPDRVRMCWT9J4A4,Default variant,,,,,,false,false,,2025-07-22T05:35:08.093Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0RA1SQR6AJA24H9M5CFYVG7,2025-07-22T05:35:08.093Z,0,,
prod_01K0RA36F72Q2XHSC7V6G66XQW,pizzas,Pizzas,published,,,,http://localhost:9000/static/1753162553814-1737352396472-tasty-top-view-pizza-italian-traditional-round-pizza-white-background-ai-generative-free-photo.jpg,,,2025-07-22T05:35:53.834Z,,true,,,http://localhost:9000/static/1753162553814-1737352396472-tasty-top-view-pizza-italian-traditional-round-pizza-white-background-ai-generative-free-photo.jpg,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:35:53.834Z,,,variant_01K0RA36GPA90KYZP1ADEH1K2Y,Default variant,,,,,,false,false,,2025-07-22T05:35:53.884Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0RA36F72Q2XHSC7V6G66XQW,2025-07-22T05:35:53.884Z,0,,
prod_01K0RA4HC0J7SQFF148YJ65CK3,pastas,Pastas,published,,,,http://localhost:9000/static/1753162597743-1736942137512-plate-pasta-pesto-sauce-isolated-white-background-emphasizing-classic-italian-dish-344147049.webp,,,2025-07-22T05:36:37.762Z,,true,,,http://localhost:9000/static/1753162597743-1736942137512-plate-pasta-pesto-sauce-isolated-white-background-emphasizing-classic-italian-dish-344147049.webp,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:36:37.762Z,,,variant_01K0RA4HF253N8PECMY10GAQDF,Default variant,,,,,,false,false,,2025-07-22T05:36:37.858Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0RA4HC0J7SQFF148YJ65CK3,2025-07-22T05:36:37.858Z,0,,
prod_01K0RAAT9VVQG6FKSF4AM9JXX7,sandwhiches,Sandwhiches,published,,,,http://localhost:9000/static/1753162803492-1737352538727-sandwich-ham-cheese-vegetables-isolated-260nw-2292399579.webp,,,2025-07-22T05:40:03.517Z,,true,,,http://localhost:9000/static/1753162803492-1737352538727-sandwich-ham-cheese-vegetables-isolated-260nw-2292399579.webp,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T05:40:03.517Z,,,variant_01K0RAATC12KDYHNZCSCS1WQ0Q,Default variant,,,,,,false,false,,2025-07-22T05:40:03.585Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0RAAT9VVQG6FKSF4AM9JXX7,2025-07-22T05:40:03.585Z,0,,
prod_01K0RPMZ581F590P7N8NAN67A8,moto-g60,Moto g60,published,,$ 10,,http://localhost:9000/static/1753175719057-155458-800-auto.png,,ptyp_01K0RMS0SZ6RBGMN9CRMXSAX74,2025-07-22T09:15:19.082Z,,true,,,http://localhost:9000/static/1753175719057-155458-800-auto.png,,,,false,,,,,sc_01K09PBVMK1T7A8H1BD6D0Q4CM,2025-07-22T09:15:19.082Z,,,variant_01K0RPMZ7HPXH641PCJKMMMPBX,Default variant,,,,,,false,false,,2025-07-22T09:15:19.153Z,,,,,,Default option,Default option value,,,,3,3,3,prod_01K0RPMZ581F590P7N8NAN67A8,2025-07-22T09:15:19.153Z,0,,
